Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2024-10-22 00:00:00-04:00,19.820738911038823,19.860440850454506,19.74133692530013,19.850515365600586,64800,0.0,0.0,0.0
2024-10-23 00:00:00-04:00,20.326927447570363,20.326927447570363,19.63216053990357,19.727441787719727,74200,0.0,0.0,0.0
2024-10-24 00:00:00-04:00,19.98946609933826,19.98946609933826,19.652007224964176,19.68178367614746,36300,0.0,0.0,0.0
2024-10-25 00:00:00-04:00,19.860438364533763,19.860438364533763,19.583524376213433,19.62223243713379,165800,0.0,0.0,0.0
2024-10-28 00:00:00-04:00,19.83066442777419,19.83066442777419,19.66193497117162,19.69171142578125,81700,0.0,0.0,0.0
2024-10-29 00:00:00-04:00,19.751261364790615,19.751261364790615,19.59245740171815,19.66193389892578,39500,0.0,0.0,0.0
2024-10-30 00:00:00-04:00,19.562681913054696,19.65002542221486,19.51305638205802,19.58253288269043,25000,0.0,0.0,0.0
2024-10-31 00:00:00-04:00,19.70163576405324,19.70163576405324,19.393953323364258,19.393953323364258,15800,0.0,0.0,0.0
2024-11-01 00:00:00-04:00,19.404871291158663,19.56168940361874,19.40288543701172,19.40288543701172,13500,0.0,0.0,0.0
2024-11-04 00:00:00-05:00,19.4336530085312,19.4713690909081,19.30462550130023,19.3840274810791,15900,0.0,0.0,0.0
2024-11-05 00:00:00-05:00,19.413801891223354,19.592456817626953,19.405862261234198,19.592456817626953,12300,0.0,0.0,0.0
2024-11-06 00:00:00-05:00,20.01924228093143,20.098644256591797,19.88028929679889,20.098644256591797,32000,0.0,0.0,0.0
2024-11-07 00:00:00-05:00,20.1383484603634,20.1383484603634,20.049020991042596,20.108572006225586,22000,0.0,0.0,0.0
2024-11-08 00:00:00-05:00,20.168121461391024,20.287225375636876,20.157203996979426,20.240575790405273,15300,0.0,0.0,0.0
2024-11-11 00:00:00-05:00,20.326926351364055,20.40632833347514,20.307075382563138,20.35670280456543,23300,0.0,0.0,0.0
2024-11-12 00:00:00-05:00,20.307075141080848,20.307075141080848,20.178047631594385,20.211793899536133,11300,0.0,0.0,0.0
2024-11-13 00:00:00-05:00,20.277300714517484,20.31700075881541,20.217749701524305,20.24752426147461,30800,0.0,0.0,0.0
2024-11-14 00:00:00-05:00,20.714013609903382,20.714013609903382,20.03909578480822,20.057952880859375,30500,0.0,0.0,0.0
2024-11-15 00:00:00-05:00,19.989467035807504,19.989467035807504,19.86043952748681,19.91999053955078,21200,0.0,0.0,0.0
2024-11-18 00:00:00-05:00,20.118495838383915,20.118495838383915,19.870364420228494,19.972593307495117,6000,0.0,0.0,0.0
2024-11-19 00:00:00-05:00,19.800889384753113,19.969618837252646,19.800889384753113,19.93885040283203,12200,0.0,0.0,0.0
2024-11-20 00:00:00-05:00,19.94182523299918,19.999392283399082,19.870364776604838,19.982519149780273,10200,0.0,0.0,0.0
2024-11-21 00:00:00-05:00,20.04902060805453,20.28226286852097,19.99939318543952,20.257450103759766,35100,0.0,0.0,0.0
2024-11-22 00:00:00-05:00,20.29715165978125,20.406328201293945,20.28325636032913,20.406328201293945,5800,0.0,0.0,0.0
2024-11-25 00:00:00-05:00,20.555207505331676,20.594909444270158,20.486724878920285,20.535358428955078,10900,0.0,0.0,0.0
2024-11-26 00:00:00-05:00,20.555206656788396,20.56513214111328,20.465881084049563,20.56513214111328,9500,0.0,0.0,0.0
2024-11-27 00:00:00-05:00,20.575058541937395,20.614760481005426,20.495656556893984,20.51054573059082,22400,0.0,0.0,0.0
2024-11-29 00:00:00-05:00,20.594907760620117,20.654458771066857,20.560169513435145,20.594907760620117,7100,0.0,0.0,0.0
2024-12-02 00:00:00-05:00,20.743787929104187,20.743787929104187,20.485731005281973,20.535358428955078,21100,0.0,0.0,0.0
2024-12-03 00:00:00-05:00,20.614760174169994,20.614760174169994,20.455956206446846,20.475805282592773,23300,0.0,0.0,0.0
2024-12-04 00:00:00-05:00,20.48870729448117,20.5452823638916,20.46588038509683,20.5452823638916,62400,0.0,0.0,0.0
2024-12-05 00:00:00-05:00,20.624684951930742,20.624684951930742,20.44603002109199,20.455955505371094,21300,0.0,0.0,0.0
2024-12-06 00:00:00-05:00,20.485730767212047,20.535358190308422,20.465881691066123,20.475805282592773,18100,0.0,0.0,0.0
2024-12-09 00:00:00-05:00,20.664385018822195,20.664385018822195,20.29020391585795,20.297151565551758,13800,0.0,0.0,0.0
2024-12-10 00:00:00-05:00,20.247523675505914,20.247523675505914,20.128421652966406,20.17804718017578,9900,0.0,0.0,0.0
2024-12-11 00:00:00-05:00,20.326925589255357,20.326925589255357,20.197898083072133,20.20285987854004,12300,0.0,0.0,0.0
2024-12-12 00:00:00-05:00,20.207825387113488,20.207825387113488,20.07879597621675,20.093685150146484,7600,0.0,0.0,0.0
2024-12-13 00:00:00-05:00,20.21774995196295,20.21774995196295,20.10857151587925,20.148271560668945,24000,0.0,0.0,0.0
2024-12-16 00:00:00-05:00,20.148271560668945,20.257449996752648,20.148271560668945,20.148271560668945,15000,0.0,0.0,0.0
2024-12-17 00:00:00-05:00,20.029168934999866,20.04901990334813,19.949766954699367,19.993436813354492,4600,0.0,0.0,0.0
2024-12-18 00:00:00-05:00,19.959692541239253,20.01924355349691,19.443578720092773,19.443578720092773,8100,0.0,0.0,0.0
2024-12-19 00:00:00-05:00,19.59245697954995,19.60238246366468,19.34730339050293,19.34730339050293,15600,0.0,0.0,0.0
2024-12-20 00:00:00-05:00,19.384026780240994,19.711560171623294,19.306608764227473,19.571613311767578,9200,0.0,0.0,0.0
2024-12-23 00:00:00-05:00,19.57260678921146,19.671859741210938,19.443579276776962,19.671859741210938,11400,0.0,0.0,0.0
2024-12-24 00:00:00-05:00,19.71156289162838,19.822725296020508,19.71156289162838,19.822725296020508,5900,0.0,0.0,0.0
2024-12-26 00:00:00-05:00,19.770120568876987,19.880290985107422,19.761187064955905,19.880290985107422,6500,0.0,0.0,0.0
2024-12-27 00:00:00-05:00,19.761187500921938,19.82371635047126,19.636129801823298,19.70659828186035,21600,0.0,0.0,0.0
2024-12-30 00:00:00-05:00,19.5130546107795,19.592456589022134,19.372115768107637,19.53290557861328,16300,0.0,0.0,0.0
2024-12-31 00:00:00-05:00,19.53489667434015,19.58961657584978,19.430432442889693,19.519973754882812,21600,0.047,0.0,0.0
2025-01-02 00:00:00-05:00,19.639360919688553,19.699054495184694,19.400584720079443,19.468238830566406,19900,0.0,0.0,0.0
2025-01-03 00:00:00-05:00,19.55976785085705,19.689106138366352,19.519972768440347,19.649309158325195,15400,0.0,0.0,0.0
2025-01-06 00:00:00-05:00,19.748800075814835,19.838341384937948,19.614488112130164,19.679157257080078,216800,0.0,0.0,0.0
2025-01-07 00:00:00-05:00,19.725917974413075,19.725917974413075,19.502064686259068,19.579668045043945,7800,0.0,0.0,0.0
2025-01-08 00:00:00-05:00,19.699054858965486,19.699054858965486,19.46425797370354,19.60453987121582,13700,0.0,0.0,0.0
